age,job,marital,education,default,housing,loan,campaign,contact,month,day_of_week,duration,previous,outcome,btc.spotprice,btc.futures.index,target_variable
31,admin.,single,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
49,blue-collar,divorced,basic.4y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
58,retired,married,professional.course,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
54,blue-collar,married,unknown,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
55,admin.,married,university.degree,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
30,admin.,married,university.degree,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
31,technician,married,university.degree,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
31,technician,single,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
29,admin.,married,university.degree,no,no,yes,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
30,housemaid,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
41,technician,married,university.degree,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
31,technician,single,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
46,self-employed,married,university.degree,no,no,yes,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
34,technician,married,professional.course,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
44,unknown,married,professional.course,unknown,no,yes,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
41,self-employed,divorced,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
48,services,married,high.school,no,no,no,1,cellular,aug,thu,96,0,nonexistent,93.444,-36.1,no
43,admin.,married,university.degree,no,yes,yes,1,cellular,aug,thu,398,0,nonexistent,93.444,-36.1,no
48,services,married,high.school,no,no,no,1,cellular,aug,thu,163,0,nonexistent,93.444,-36.1,no
43,admin.,married,university.degree,no,yes,yes,1,cellular,aug,thu,444,0,nonexistent,93.444,-36.1,no
48,services,married,high.school,no,yes,no,1,cellular,aug,thu,310,0,nonexistent,93.444,-36.1,no
55,technician,married,professional.course,no,no,yes,1,cellular,aug,thu,209,0,nonexistent,93.444,-36.1,no
49,blue-collar,married,high.school,unknown,no,no,1,cellular,aug,thu,189,0,nonexistent,93.444,-36.1,no
49,blue-collar,married,high.school,unknown,no,yes,1,cellular,aug,thu,147,0,nonexistent,93.444,-36.1,no
36,technician,single,high.school,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
49,blue-collar,married,high.school,unknown,yes,no,1,cellular,aug,thu,199,0,nonexistent,93.444,-36.1,no
32,self-employed,married,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
35,services,divorced,professional.course,no,no,yes,1,cellular,aug,thu,66,0,nonexistent,93.444,-36.1,no
33,technician,married,high.school,no,yes,no,1,cellular,aug,thu,115,0,nonexistent,93.444,-36.1,no
51,technician,married,professional.course,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
44,blue-collar,married,basic.4y,unknown,yes,no,1,cellular,aug,thu,63,0,nonexistent,93.444,-36.1,no
36,technician,single,high.school,unknown,yes,yes,1,cellular,aug,thu,971,0,nonexistent,93.444,-36.1,no
44,blue-collar,married,basic.4y,unknown,yes,no,1,cellular,aug,thu,210,0,nonexistent,93.444,-36.1,no
44,blue-collar,married,basic.4y,unknown,yes,no,1,cellular,aug,thu,79,0,nonexistent,93.444,-36.1,no
44,blue-collar,married,basic.4y,unknown,no,yes,1,cellular,aug,thu,311,0,nonexistent,93.444,-36.1,no
42,technician,divorced,high.school,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
41,self-employed,married,basic.6y,no,no,no,1,cellular,aug,thu,137,0,nonexistent,93.444,-36.1,no
35,technician,single,professional.course,no,yes,no,1,cellular,aug,thu,98,0,nonexistent,93.444,-36.1,no
41,self-employed,married,basic.6y,no,no,no,1,cellular,aug,thu,218,0,nonexistent,93.444,-36.1,no
35,technician,single,professional.course,no,no,no,1,cellular,aug,thu,152,0,nonexistent,93.444,-36.1,no
53,admin.,married,university.degree,no,no,no,1,cellular,aug,thu,102,0,nonexistent,93.444,-36.1,no
55,services,married,basic.9y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
52,admin.,married,unknown,no,no,no,1,cellular,aug,thu,331,0,nonexistent,93.444,-36.1,no
53,admin.,married,university.degree,no,yes,no,1,cellular,aug,thu,238,0,nonexistent,93.444,-36.1,no
44,housemaid,married,basic.4y,no,yes,no,1,cellular,aug,thu,164,0,nonexistent,93.444,-36.1,no
43,admin.,married,university.degree,no,no,yes,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
44,housemaid,married,basic.4y,no,yes,no,1,cellular,aug,thu,150,0,nonexistent,93.444,-36.1,no
34,technician,married,professional.course,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
33,technician,married,professional.course,no,no,no,1,cellular,aug,thu,396,0,nonexistent,93.444,-36.1,no
52,technician,married,professional.course,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
50,self-employed,married,university.degree,no,no,no,1,cellular,aug,thu,273,0,nonexistent,93.444,-36.1,no
35,technician,married,university.degree,unknown,no,no,1,cellular,aug,thu,246,0,nonexistent,93.444,-36.1,no
34,admin.,married,high.school,no,yes,no,1,cellular,aug,thu,103,0,nonexistent,93.444,-36.1,no
42,admin.,married,university.degree,no,yes,no,1,cellular,aug,thu,121,0,nonexistent,93.444,-36.1,no
47,admin.,single,university.degree,no,no,no,1,cellular,aug,thu,429,0,nonexistent,93.444,-36.1,no
31,admin.,single,university.degree,no,no,yes,1,cellular,aug,thu,167,0,nonexistent,93.444,-36.1,no
29,admin.,single,university.degree,no,no,no,1,cellular,aug,thu,139,0,nonexistent,93.444,-36.1,no
29,admin.,divorced,university.degree,no,yes,yes,1,cellular,aug,thu,120,0,nonexistent,93.444,-36.1,no
38,admin.,single,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
30,admin.,single,university.degree,no,no,no,1,cellular,aug,thu,101,0,nonexistent,93.444,-36.1,no
30,admin.,single,university.degree,no,yes,no,1,cellular,aug,thu,133,0,nonexistent,93.444,-36.1,no
30,admin.,single,university.degree,no,no,no,1,cellular,aug,thu,180,0,nonexistent,93.444,-36.1,no
47,services,married,basic.9y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
32,technician,single,professional.course,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
31,admin.,single,university.degree,no,no,no,1,cellular,aug,thu,40,0,nonexistent,93.444,-36.1,no
34,admin.,married,high.school,no,yes,no,1,cellular,aug,thu,1503,0,nonexistent,93.444,-36.1,yes
48,admin.,married,high.school,no,yes,no,1,cellular,aug,thu,62,0,nonexistent,93.444,-36.1,no
56,retired,married,professional.course,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
46,admin.,single,university.degree,no,yes,no,1,cellular,aug,thu,82,0,nonexistent,93.444,-36.1,no
29,admin.,single,university.degree,no,no,no,1,cellular,aug,thu,134,0,nonexistent,93.444,-36.1,no
34,technician,married,professional.course,unknown,yes,no,1,cellular,aug,thu,292,0,nonexistent,93.444,-36.1,no
37,technician,single,professional.course,no,no,no,1,cellular,aug,thu,120,0,nonexistent,93.444,-36.1,no
37,technician,single,professional.course,no,yes,no,1,cellular,aug,thu,115,0,nonexistent,93.444,-36.1,no
35,technician,single,professional.course,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
39,technician,married,professional.course,no,no,no,1,cellular,aug,thu,129,0,nonexistent,93.444,-36.1,no
48,services,married,high.school,unknown,no,no,1,cellular,aug,thu,135,0,nonexistent,93.444,-36.1,no
48,services,married,high.school,unknown,yes,yes,1,cellular,aug,thu,101,0,nonexistent,93.444,-36.1,no
31,admin.,single,university.degree,no,yes,no,1,cellular,aug,thu,126,0,nonexistent,93.444,-36.1,no
51,management,married,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,yes
42,technician,married,university.degree,no,no,no,1,cellular,aug,thu,161,0,nonexistent,93.444,-36.1,no
42,technician,married,university.degree,no,yes,no,1,cellular,aug,thu,139,0,nonexistent,93.444,-36.1,no
42,technician,married,university.degree,no,no,yes,1,cellular,aug,thu,168,0,nonexistent,93.444,-36.1,no
42,technician,married,university.degree,no,yes,yes,1,cellular,aug,thu,111,0,nonexistent,93.444,-36.1,no
48,services,married,high.school,unknown,no,no,1,cellular,aug,thu,776,0,nonexistent,93.444,-36.1,no
29,admin.,single,university.degree,no,yes,no,1,cellular,aug,thu,173,0,nonexistent,93.444,-36.1,no
54,blue-collar,married,basic.4y,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
50,blue-collar,married,basic.4y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
43,admin.,single,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
39,housemaid,married,basic.4y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
53,services,married,high.school,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
34,housemaid,single,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
56,self-employed,married,basic.9y,no,unknown,unknown,1,cellular,aug,thu,141,0,nonexistent,93.444,-36.1,no
30,admin.,married,university.degree,no,yes,no,1,cellular,aug,thu,104,0,nonexistent,93.444,-36.1,no
30,admin.,married,university.degree,no,yes,no,1,cellular,aug,thu,136,0,nonexistent,93.444,-36.1,no
31,admin.,divorced,university.degree,no,no,yes,1,cellular,aug,thu,376,0,nonexistent,93.444,-36.1,no
34,admin.,married,university.degree,no,yes,no,1,cellular,aug,thu,140,0,nonexistent,93.444,-36.1,no
56,retired,married,basic.4y,unknown,yes,no,1,cellular,aug,thu,119,0,nonexistent,93.444,-36.1,no
29,admin.,single,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
32,admin.,single,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
42,entrepreneur,married,university.degree,unknown,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
52,blue-collar,married,basic.4y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,yes
30,technician,single,professional.course,no,no,no,1,cellular,aug,thu,65,0,nonexistent,93.444,-36.1,no
30,technician,single,professional.course,no,yes,no,1,cellular,aug,thu,76,0,nonexistent,93.444,-36.1,no
32,technician,single,university.degree,no,yes,no,1,cellular,aug,thu,588,0,nonexistent,93.444,-36.1,no
30,technician,single,professional.course,no,yes,no,1,cellular,aug,thu,121,0,nonexistent,93.444,-36.1,no
30,technician,single,professional.course,no,yes,no,1,cellular,aug,thu,151,0,nonexistent,93.444,-36.1,no
30,technician,married,high.school,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,yes
48,blue-collar,married,basic.9y,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
47,services,married,basic.9y,no,unknown,unknown,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
30,technician,single,professional.course,no,no,no,1,cellular,aug,thu,656,0,nonexistent,93.444,-36.1,no
49,services,married,basic.4y,no,yes,no,1,cellular,aug,thu,265,0,nonexistent,93.444,-36.1,no
51,admin.,married,university.degree,no,yes,no,1,cellular,aug,thu,119,0,nonexistent,93.444,-36.1,no
32,admin.,married,university.degree,no,no,no,1,cellular,aug,thu,97,0,nonexistent,93.444,-36.1,no
51,admin.,married,university.degree,no,yes,no,1,cellular,aug,thu,76,0,nonexistent,93.444,-36.1,no
54,housemaid,married,professional.course,no,yes,yes,1,cellular,aug,thu,243,0,nonexistent,93.444,-36.1,no
33,housemaid,divorced,professional.course,no,yes,no,1,cellular,aug,thu,321,0,nonexistent,93.444,-36.1,no
30,admin.,single,university.degree,no,yes,no,1,cellular,aug,thu,162,0,nonexistent,93.444,-36.1,no
39,housemaid,married,basic.4y,no,no,no,1,cellular,aug,thu,183,0,nonexistent,93.444,-36.1,no
58,management,married,university.degree,unknown,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
39,housemaid,married,basic.4y,no,no,no,1,cellular,aug,thu,179,0,nonexistent,93.444,-36.1,no
46,unemployed,married,basic.9y,no,yes,no,1,cellular,aug,thu,64,0,nonexistent,93.444,-36.1,no
60,self-employed,married,university.degree,no,no,no,1,cellular,aug,thu,124,0,nonexistent,93.444,-36.1,no
51,admin.,married,university.degree,no,no,no,1,cellular,aug,thu,335,0,nonexistent,93.444,-36.1,no
60,self-employed,married,university.degree,no,no,no,1,cellular,aug,thu,115,0,nonexistent,93.444,-36.1,no
54,blue-collar,married,basic.4y,unknown,yes,no,1,cellular,aug,thu,169,0,nonexistent,93.444,-36.1,no
46,self-employed,married,professional.course,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
30,admin.,single,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
58,retired,married,high.school,unknown,yes,no,1,cellular,aug,thu,194,0,nonexistent,93.444,-36.1,no
47,services,divorced,high.school,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,yes
57,blue-collar,married,basic.4y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
49,blue-collar,married,basic.6y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
36,admin.,married,university.degree,unknown,yes,no,1,cellular,aug,thu,120,0,nonexistent,93.444,-36.1,no
29,admin.,single,university.degree,no,yes,no,1,cellular,aug,thu,104,0,nonexistent,93.444,-36.1,no
54,housemaid,married,university.degree,unknown,yes,no,1,cellular,aug,thu,297,0,nonexistent,93.444,-36.1,no
29,admin.,single,university.degree,no,yes,yes,1,cellular,aug,thu,91,0,nonexistent,93.444,-36.1,no
47,housemaid,married,basic.9y,no,no,no,1,cellular,aug,thu,135,0,nonexistent,93.444,-36.1,no
56,retired,married,basic.4y,no,no,no,1,cellular,aug,thu,123,0,nonexistent,93.444,-36.1,no
44,technician,divorced,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
56,admin.,married,basic.9y,unknown,no,yes,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
31,management,married,university.degree,no,no,yes,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
45,technician,single,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
35,management,married,university.degree,unknown,no,yes,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
37,admin.,married,university.degree,no,no,yes,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,yes
51,technician,married,professional.course,unknown,no,yes,1,cellular,aug,thu,58,0,nonexistent,93.444,-36.1,no
29,admin.,single,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,yes
30,technician,single,high.school,no,yes,no,1,cellular,aug,thu,230,0,nonexistent,93.444,-36.1,no
55,technician,married,professional.course,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
46,self-employed,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
55,admin.,married,university.degree,unknown,no,yes,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
42,admin.,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
41,technician,married,professional.course,no,no,yes,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
38,technician,married,professional.course,unknown,no,yes,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
56,housemaid,married,basic.9y,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
33,technician,single,professional.course,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
49,blue-collar,married,high.school,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
56,self-employed,married,basic.9y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
56,retired,married,basic.4y,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
47,blue-collar,married,basic.6y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
50,admin.,married,basic.9y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
29,admin.,single,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
29,admin.,divorced,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
32,technician,married,professional.course,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
31,admin.,single,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
49,services,married,basic.4y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
51,admin.,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
45,housemaid,married,basic.4y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
56,self-employed,married,basic.9y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
42,technician,divorced,high.school,unknown,yes,no,1,cellular,aug,thu,82,0,nonexistent,93.444,-36.1,no
51,management,married,university.degree,no,yes,no,1,cellular,aug,thu,175,0,nonexistent,93.444,-36.1,no
40,technician,married,professional.course,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
49,admin.,unknown,university.degree,no,yes,no,1,cellular,aug,thu,89,0,nonexistent,93.444,-36.1,no
31,admin.,single,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
34,housemaid,married,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
45,services,married,high.school,no,yes,no,1,cellular,aug,thu,660,0,nonexistent,93.444,-36.1,no
31,admin.,single,university.degree,unknown,yes,no,1,cellular,aug,thu,111,0,nonexistent,93.444,-36.1,no
33,technician,married,professional.course,no,unknown,unknown,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,yes
30,admin.,married,university.degree,no,unknown,unknown,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
49,admin.,unknown,university.degree,no,no,no,1,cellular,aug,thu,1532,0,nonexistent,93.444,-36.1,yes
29,admin.,single,university.degree,no,yes,no,1,cellular,aug,thu,435,0,nonexistent,93.444,-36.1,no
44,blue-collar,married,basic.4y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
31,admin.,single,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
56,blue-collar,married,basic.9y,no,yes,no,1,cellular,aug,thu,120,0,nonexistent,93.444,-36.1,no
52,technician,married,professional.course,no,no,no,1,cellular,aug,thu,67,0,nonexistent,93.444,-36.1,no
44,admin.,divorced,university.degree,unknown,yes,yes,1,cellular,aug,thu,394,0,nonexistent,93.444,-36.1,no
45,services,married,high.school,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
49,blue-collar,married,basic.9y,unknown,yes,no,1,cellular,aug,thu,114,0,nonexistent,93.444,-36.1,no
35,technician,single,professional.course,no,yes,no,1,cellular,aug,thu,93,0,nonexistent,93.444,-36.1,no
34,technician,married,professional.course,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
56,admin.,married,high.school,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
52,admin.,married,unknown,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
50,admin.,married,university.degree,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
52,housemaid,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
44,technician,divorced,professional.course,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
32,technician,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
31,unemployed,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
38,admin.,married,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
39,admin.,married,university.degree,unknown,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
33,admin.,single,high.school,unknown,unknown,unknown,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
56,self-employed,married,basic.9y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,yes
44,admin.,divorced,university.degree,unknown,yes,no,1,cellular,aug,thu,191,0,nonexistent,93.444,-36.1,no
48,blue-collar,married,basic.6y,unknown,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
35,technician,single,professional.course,no,yes,yes,1,cellular,aug,thu,133,0,nonexistent,93.444,-36.1,no
29,technician,single,high.school,no,yes,no,1,cellular,aug,thu,144,0,nonexistent,93.444,-36.1,no
30,admin.,single,university.degree,no,yes,no,1,cellular,aug,thu,114,0,nonexistent,93.444,-36.1,no
50,technician,married,professional.course,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
31,technician,single,professional.course,no,yes,no,1,cellular,aug,thu,70,0,nonexistent,93.444,-36.1,no
29,technician,single,professional.course,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
33,housemaid,divorced,professional.course,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
31,technician,single,professional.course,no,no,no,1,cellular,aug,thu,511,0,nonexistent,93.444,-36.1,no
31,technician,single,professional.course,no,no,no,1,cellular,aug,thu,500,0,nonexistent,93.444,-36.1,no
48,blue-collar,married,basic.6y,no,yes,no,1,cellular,aug,thu,48,0,nonexistent,93.444,-36.1,no
48,blue-collar,married,basic.6y,no,no,no,1,cellular,aug,thu,362,0,nonexistent,93.444,-36.1,no
54,technician,divorced,professional.course,unknown,yes,no,1,cellular,aug,thu,121,0,nonexistent,93.444,-36.1,no
45,services,married,high.school,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
31,technician,divorced,university.degree,no,yes,no,1,cellular,aug,thu,132,0,nonexistent,93.444,-36.1,no
31,technician,single,professional.course,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
35,technician,single,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
30,admin.,married,university.degree,no,no,no,1,cellular,aug,thu,190,0,nonexistent,93.444,-36.1,no
32,technician,married,professional.course,unknown,no,no,1,cellular,aug,thu,68,0,nonexistent,93.444,-36.1,no
32,technician,married,professional.course,unknown,no,yes,1,cellular,aug,thu,81,0,nonexistent,93.444,-36.1,no
47,technician,single,professional.course,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
47,blue-collar,married,basic.4y,no,no,yes,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
31,technician,single,professional.course,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
54,blue-collar,married,basic.4y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
47,services,married,high.school,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
45,technician,married,professional.course,unknown,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
32,housemaid,married,basic.4y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
45,technician,married,professional.course,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
29,technician,single,professional.course,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
37,technician,married,professional.course,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
48,services,married,basic.4y,unknown,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
49,blue-collar,married,basic.4y,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
33,admin.,single,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,yes
54,admin.,divorced,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
48,management,married,university.degree,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
30,technician,single,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
31,technician,single,professional.course,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
55,blue-collar,married,basic.4y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
55,blue-collar,married,basic.4y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
47,services,married,high.school,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
37,technician,married,high.school,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
55,blue-collar,married,basic.4y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
59,services,married,basic.4y,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
34,technician,married,professional.course,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
55,blue-collar,married,basic.9y,unknown,unknown,unknown,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
31,technician,single,professional.course,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
49,blue-collar,married,basic.9y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,yes
40,management,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
47,admin.,single,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
34,technician,married,professional.course,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
31,technician,divorced,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
29,admin.,single,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
48,technician,married,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
30,technician,married,professional.course,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
29,technician,single,professional.course,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
54,blue-collar,married,basic.4y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
34,technician,married,professional.course,unknown,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
31,technician,single,professional.course,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
55,blue-collar,married,basic.9y,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
32,self-employed,single,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
29,admin.,single,university.degree,no,yes,yes,1,cellular,aug,thu,368,0,nonexistent,93.444,-36.1,no
29,admin.,single,university.degree,no,yes,no,1,cellular,aug,thu,299,0,nonexistent,93.444,-36.1,no
59,retired,married,basic.4y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.444,-36.1,no
